ano,canal_slug,cep,bu_slug,classificacao_cliente_slug,categoria_slug,subcategoria_slug,canal,filial,cliente,bu,categoria,subcategoria,classificacao_cliente,_id_$oid,meses_1_tpr_taxa,meses_1_tpr_preco_promo,meses_1_investimento_value,meses_1_investimento_group,meses_1_investimento_percentage,meses_1_ts_total_value,meses_1_ts_total_group,meses_1_ts_total_percentage,meses_1_pfme_total_value,meses_1_pfme_total_group,meses_1_pfme_total_percentage,meses_1_rs_packfisico_value,meses_1_rs_packfisico_group,meses_1_rs_sellin_value,meses_1_rs_sellin_group,meses_1_rs_sellout_value,meses_1_rs_sellout_group,meses_1_proporcao_investimento_value,meses_1_proporcao_investimento_group,meses_1_proporcao_investimento_percentage,meses_1_ts_visibilidade_value,meses_1_ts_visibilidade_group,meses_1_ts_visibilidade_percentage,meses_1_ts_visibilidade_rubric_percentage,meses_1_ts_ecommerce_value,meses_1_ts_ecommerce_group,meses_1_ts_ecommerce_percentage,meses_1_ts_ecommerce_rubric_percentage,meses_1_ts_midiakit_value,meses_1_ts_midiakit_group,meses_1_ts_midiakit_percentage,meses_1_ts_midiakit_rubric_percentage,meses_1_volume_sellin_value,meses_1_volume_sellin_group,meses_1_volume_sellin_percentage,meses_1_volume_sellout_value,meses_1_volume_sellout_group,meses_1_volume_sellout_percentage,meses_1_valor_sellout_value,meses_1_valor_sellout_group,meses_1_valor_sellout_percentage,meses_1_ts_rebaixopreco_value,meses_1_ts_rebaixopreco_group,meses_1_ts_rebaixopreco_percentage,meses_1_ts_rebaixopreco_rubric_percentage,meses_1_valor_packfisico_value,meses_1_valor_packfisico_group,meses_1_valor_packfisico_percentage,meses_1_volume_packfisico_value,meses_1_volume_packfisico_group,meses_1_volume_packfisico_percentage,meses_1_pfme_midiakit_value,meses_1_pfme_midiakit_group,meses_1_pfme_midiakit_percentage,meses_1_pfme_midiakit_rubric_percentage,meses_1_pfme_packvirtual_value,meses_1_pfme_packvirtual_group,meses_1_pfme_packvirtual_percentage,meses_1_pfme_packvirtual_rubric_percentage,meses_1_pfme_ecommerce_value,meses_1_pfme_ecommerce_group,meses_1_pfme_ecommerce_percentage,meses_1_pfme_ecommerce_rubric_percentage,meses_1_proporcao_packfisico
2023.0,geral,39964322,confectionary,demais,garoto,bombons-garoto,geral,filial 3,VAREJO 7,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05e,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,29812883,confectionary,demais,garoto,bombons-garoto,geral,filial 3,VAREJO 8,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05f,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,2931.46,valor,2361.66,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.07,volume,1.97768,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,30624694,confectionary,demais,garoto,bombons-garoto,geral,filial 3,VAREJO 10,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab060,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,47304266,confectionary,demais,garoto,bombons-garoto,geral,filial 3,VAREJO 12,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab061,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,26064205,confectionary,demais,garoto,bombons-garoto,geral,filial 4,VAREJO 4,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab062,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,43044579,confectionary,demais,garoto,bombons-garoto,geral,filial 4,VAREJO 6,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab063,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,28677999,confectionary,demais,garoto,bombons-garoto,geral,filial 4,VAREJO 9,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab064,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,37897262,confectionary,demais,garoto,bombons-garoto,geral,filial 4,VAREJO 11,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab065,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,47011874,confectionary,demais,garoto,bombons-garoto,geral,filial 5,VAREJO 5,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab066,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,35147794,confectionary,demais,garoto,caixas-garoto,geral,filial 1,VAREJO 1,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178606cad1a9771ab067,0,0,8920.83,valor,1.35342,8920.83,valor,1.35342,0.0,valor,0.0,0.0,valor,50047.34,valor,299639.76,valor,561.017,valor,3.53857,5.635,valor,1.35342,0.0631707969079127,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,4.13,volume,1.35342,0.0,volume,0,0.0,valor,0,8915.194,valor,1.35342,99.93682920309207,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,43372960,confectionary,demais,garoto,caixas-garoto,geral,filial 2,VAREJO 3,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab068,0,0,52350.299,valor,6.10694,52350.299,valor,6.10694,0.0,valor,0.0,0.0,valor,892031.036,valor,1737039.984,valor,1703.966,valor,8.15434,23.615,valor,6.14209,0.0451101133471928,635.579,valor,4.16667,1.2140885852501595,0.0,valor,0.0,0.0,23.942,volume,6.14209,0.0,volume,0,0.0,valor,0,51691.104,valor,6.14209,98.74080130140264,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,36077010,confectionary,demais,garoto,caixas-garoto,geral,filial 3,VAREJO 2,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab069,0,0,6356.532,valor,1.7112,6356.532,valor,1.7112,0.0,valor,0.0,0.0,valor,124044.0,valor,217656.0,valor,1951.441,valor,7.27869,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,3.0,volume,1.69508,0.0,volume,0,0.0,valor,0,6356.532,valor,1.72898,100.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,39863490,confectionary,demais,garoto,caixas-garoto,geral,filial 3,VAREJO 7,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06a,0,0,27877.58,valor,4.20485,27877.58,valor,4.20485,0.0,valor,0.0,0.0,valor,494191.8,valor,753089.76,valor,1772.721,valor,8.6973,656.851,valor,3.76092,2.3561971780789683,5250.0,valor,8.33333,18.8323379789044,0.0,valor,0.0,0.0,10.38,volume,3.84604,0.0,volume,0,0.0,valor,0,21970.729,valor,3.77166,78.81146484301664,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,36876726,confectionary,demais,garoto,caixas-garoto,geral,filial 3,VAREJO 8,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06b,0,0,3178.266,valor,4.30336,3178.266,valor,4.30336,0.0,valor,0.0,0.0,valor,62022.0,valor,108828.0,valor,1951.441,valor,8.10577,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,1.5,volume,4.66389,0.0,volume,0,0.0,valor,0,3178.266,valor,4.30336,100.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,42038649,confectionary,demais,garoto,caixas-garoto,geral,filial 3,VAREJO 10,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06c,0,0,3506.219,valor,1.39888,3506.219,valor,1.39888,0.0,valor,0.0,0.0,valor,66156.8,valor,116083.2,valor,1886.842,valor,7.35248,120.256,valor,1.16811,3.429790196487458,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,1.6,volume,1.36237,0.0,volume,0,0.0,valor,0,3385.963,valor,1.42747,96.57020980351254,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,30615672,confectionary,demais,garoto,caixas-garoto,geral,filial 3,VAREJO 12,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06d,0,0,7120.477,valor,3.71191,7120.477,valor,3.71191,0.0,valor,0.0,0.0,valor,72359.0,valor,126966.0,valor,1016.21,valor,6.7617,0.0,valor,0.0,0.0,3412.5,valor,8.33333,47.92516029592816,0.0,valor,0.0,0.0,1.75,volume,2.48435,0.0,volume,0,0.0,valor,0,3707.977,valor,2.4576,52.07483970407184,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,39081452,confectionary,demais,garoto,caixas-garoto,geral,filial 4,VAREJO 4,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06e,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,36444182,confectionary,demais,garoto,caixas-garoto,geral,filial 4,VAREJO 6,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06f,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,27781414,confectionary,demais,garoto,caixas-garoto,geral,filial 4,VAREJO 9,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab070,0,0,19310.354,valor,2.00677,19310.354,valor,2.00677,0.0,valor,0.0,0.0,valor,0.0,valor,610162.32,valor,0.0,valor,0.0,9082.794,valor,1.93581,47.03587518868683,1144.766,valor,4.79704,5.928249622626339,0.0,valor,0.0,0.0,8.41,volume,1.93581,0.0,volume,0,0.0,valor,0,9082.794,valor,1.93581,47.03587518868683,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,24999418,confectionary,demais,garoto,caixas-garoto,geral,filial 4,VAREJO 11,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab071,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,48582614,confectionary,demais,garoto,caixas-garoto,geral,filial 5,VAREJO 5,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab072,0,0,23544.0,valor,8.1472,23544.0,valor,8.1472,0.0,valor,0.0,0.0,valor,146234.4,valor,790816.8,valor,621.111,valor,5.15968,4708.8,valor,8.1472,20.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,10.9,volume,8.1472,0.0,volume,0,0.0,valor,0,18835.2,valor,8.1472,80.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,38452533,confectionary,demais,garoto,candy-bars-garoto,geral,filial 1,VAREJO 1,CONFECTIONARY,GAROTO,CANDY BARS GAROTO,DEMAIS,63fd178706cad1a9771ab073,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,70124.668,valor,86619.404,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,1.102,volume,35.14649,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,28668019,confectionary,demais,garoto,candy-bars-garoto,geral,filial 2,VAREJO 3,CONFECTIONARY,GAROTO,CANDY BARS GAROTO,DEMAIS,63fd178706cad1a9771ab074,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,109107.356,valor,144470.476,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,1.838,volume,13.90989,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,39068531,confectionary,demais,garoto,candy-bars-garoto,geral,filial 3,VAREJO 2,CONFECTIONARY,GAROTO,CANDY BARS GAROTO,DEMAIS,63fd178706cad1a9771ab075,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,9518.72,valor,12576.32,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.16,volume,4.66938,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,47790880,confectionary,demais,garoto,candy-bars-garoto,geral,filial 3,VAREJO 7,CONFECTIONARY,GAROTO,CANDY BARS GAROTO,DEMAIS,63fd178706cad1a9771ab076,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,40511266,confectionary,demais,garoto,candy-bars-garoto,geral,filial 3,VAREJO 8,CONFECTIONARY,GAROTO,CANDY BARS GAROTO,DEMAIS,63fd178706cad1a9771ab077,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
