ano,canal_slug,cep,bu_slug,classificacao_cliente_slug,categoria_slug,subcategoria_slug,canal,filial,cliente,bu,categoria,subcategoria,classificacao_cliente,_id.$oid,meses.6.tpr.3percnt_taxa,meses.6.tpr.preco_promo,meses.6.INVESTIMENTO.value,meses.6.INVESTIMENTO.group,meses.6.INVESTIMENTO.percentage,meses.6.TS_TOTAL.value,meses.6.TS_TOTAL.group,meses.6.TS_TOTAL.percentage,meses.6.PFME_TOTAL.value,meses.6.PFME_TOTAL.group,meses.6.PFME_TOTAL.percentage,meses.6.RS_PACKFISICO.value,meses.6.RS_PACKFISICO.group,meses.6.RS_SELLIN.value,meses.6.RS_SELLIN.group,meses.6.RS_SELLOUT.value,meses.6.RS_SELLOUT.group,meses.6.PROPORCAO_INVESTIMENTO.value,meses.6.PROPORCAO_INVESTIMENTO.group,meses.6.PROPORCAO_INVESTIMENTO.percentage,meses.6.TS_VISIBILIDADE.value,meses.6.TS_VISIBILIDADE.group,meses.6.TS_VISIBILIDADE.percentage,meses.6.TS_VISIBILIDADE.rubric_percentage,meses.6.TS_ECOMMERCE.value,meses.6.TS_ECOMMERCE.group,meses.6.TS_ECOMMERCE.percentage,meses.6.TS_ECOMMERCE.rubric_percentage,meses.6.TS_MIDIAKIT.value,meses.6.TS_MIDIAKIT.group,meses.6.TS_MIDIAKIT.percentage,meses.6.TS_MIDIAKIT.rubric_percentage,meses.6.VOLUME_SELLIN.value,meses.6.VOLUME_SELLIN.group,meses.6.VOLUME_SELLIN.percentage,meses.6.VOLUME_SELLOUT.value,meses.6.VOLUME_SELLOUT.group,meses.6.VOLUME_SELLOUT.percentage,meses.6.VALOR_SELLOUT.value,meses.6.VALOR_SELLOUT.group,meses.6.VALOR_SELLOUT.percentage,meses.6.TS_REBAIXOPRECO.value,meses.6.TS_REBAIXOPRECO.group,meses.6.TS_REBAIXOPRECO.percentage,meses.6.TS_REBAIXOPRECO.rubric_percentage,meses.6.VALOR_PACKFISICO.value,meses.6.VALOR_PACKFISICO.group,meses.6.VALOR_PACKFISICO.percentage,meses.6.VOLUME_PACKFISICO.value,meses.6.VOLUME_PACKFISICO.group,meses.6.VOLUME_PACKFISICO.percentage,meses.6.PFME_MIDIAKIT.value,meses.6.PFME_MIDIAKIT.group,meses.6.PFME_MIDIAKIT.percentage,meses.6.PFME_MIDIAKIT.rubric_percentage,meses.6.PFME_PACKVIRTUAL.value,meses.6.PFME_PACKVIRTUAL.group,meses.6.PFME_PACKVIRTUAL.percentage,meses.6.PFME_PACKVIRTUAL.rubric_percentage,meses.6.PFME_ECOMMERCE.value,meses.6.PFME_ECOMMERCE.group,meses.6.PFME_ECOMMERCE.percentage,meses.6.PFME_ECOMMERCE.rubric_percentage,meses.6.PROPORCAO_PACKFISICO
2023.0,geral,37617949,confectionary,demais,garoto,bombons-garoto,geral,filial 3,VAREJO 2,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05d,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,9348.283,valor,8082.425,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.24,volume,7.28211,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,39964322,confectionary,demais,garoto,bombons-garoto,geral,filial 3,VAREJO 7,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05e,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,29812883,confectionary,demais,garoto,bombons-garoto,geral,filial 3,VAREJO 8,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05f,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,9737.795,valor,8419.192,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.25,volume,7.05034,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,30624694,confectionary,demais,garoto,bombons-garoto,geral,filial 3,VAREJO 10,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab060,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,47304266,confectionary,demais,garoto,bombons-garoto,geral,filial 3,VAREJO 12,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab061,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,26064205,confectionary,demais,garoto,bombons-garoto,geral,filial 4,VAREJO 4,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab062,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,43044579,confectionary,demais,garoto,bombons-garoto,geral,filial 4,VAREJO 6,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab063,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,28677999,confectionary,demais,garoto,bombons-garoto,geral,filial 4,VAREJO 9,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab064,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,8183.455,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.243,volume,6.01349,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,37897262,confectionary,demais,garoto,bombons-garoto,geral,filial 4,VAREJO 11,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab065,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,47011874,confectionary,demais,garoto,bombons-garoto,geral,filial 5,VAREJO 5,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab066,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,35147794,confectionary,demais,garoto,caixas-garoto,geral,filial 1,VAREJO 1,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178606cad1a9771ab067,0,0,21720.509,valor,3.29533,21720.509,valor,3.29533,0.0,valor,0.0,0.0,valor,411984.394,valor,729565.334,valor,1896.753,valor,11.96363,13.721,valor,3.29533,0.0631707969079127,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,10.056,volume,3.29533,0.0,volume,0,0.0,valor,0,21706.788,valor,3.29533,99.93682920309207,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,43372960,confectionary,demais,garoto,caixas-garoto,geral,filial 2,VAREJO 3,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab068,0,0,46340.632,valor,5.40588,46340.632,valor,5.40588,0.0,valor,0.0,0.0,valor,796394.3,valor,1513833.558,valor,1718.566,valor,8.22421,20.581,valor,5.35284,0.0444119093049141,1271.158,valor,8.33333,2.74307438360336,0.0,valor,0.0,0.0,20.865,volume,5.35284,0.0,volume,0,0.0,valor,0,45048.893,valor,5.35284,97.21251370709172,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,36077010,confectionary,demais,garoto,caixas-garoto,geral,filial 3,VAREJO 2,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab069,0,0,14944.283,valor,4.02306,14944.283,valor,4.02306,0.0,valor,0.0,0.0,valor,340569.205,valor,511636.579,valor,2278.926,valor,8.50017,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,7.052,volume,3.98458,0.0,volume,0,0.0,valor,0,14944.283,valor,4.06485,100.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,39863490,confectionary,demais,garoto,caixas-garoto,geral,filial 3,VAREJO 7,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06a,0,0,53874.179,valor,8.12599,53874.179,valor,8.12599,0.0,valor,0.0,0.0,valor,1009070.784,valor,1624076.124,valor,1873.014,valor,9.18936,1237.707,valor,7.08672,2.297402953797315,5250.0,valor,8.33333,9.744928121812528,0.0,valor,0.0,0.0,22.385,volume,8.29417,0.0,volume,0,0.0,valor,0,47386.472,valor,8.13472,87.95766892439015,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,36876726,confectionary,demais,garoto,caixas-garoto,geral,filial 3,VAREJO 8,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06b,0,0,2443.272,valor,3.30818,2443.272,valor,3.30818,0.0,valor,0.0,0.0,valor,55682.968,valor,83652.436,valor,2279.033,valor,9.4665,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,1.153,volume,3.58497,0.0,volume,0,0.0,valor,0,2443.272,valor,3.30818,100.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,42038649,confectionary,demais,garoto,caixas-garoto,geral,filial 3,VAREJO 10,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06c,0,0,20545.5,valor,8.19706,20545.5,valor,8.19706,0.0,valor,0.0,0.0,valor,456233.307,valor,685398.577,valor,2220.6,valor,8.65303,549.638,valor,5.33892,2.6752232421285527,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,9.447,volume,8.04396,0.0,volume,0,0.0,valor,0,19995.862,valor,8.42997,97.32477675787143,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,30615672,confectionary,demais,garoto,caixas-garoto,geral,filial 3,VAREJO 12,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06d,0,0,7421.363,valor,3.86876,7421.363,valor,3.86876,0.0,valor,0.0,0.0,valor,91372.226,valor,137268.351,valor,1231.205,valor,8.19224,0.0,valor,0.0,0.0,3412.5,valor,8.33333,45.98211955026128,0.0,valor,0.0,0.0,1.892,volume,2.68593,0.0,volume,0,0.0,valor,0,4008.863,valor,2.65703,54.01788044973873,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,39081452,confectionary,demais,garoto,caixas-garoto,geral,filial 4,VAREJO 4,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06e,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,36444182,confectionary,demais,garoto,caixas-garoto,geral,filial 4,VAREJO 6,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab06f,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,27781414,confectionary,demais,garoto,caixas-garoto,geral,filial 4,VAREJO 9,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab070,0,0,11061.081,valor,1.14949,11061.081,valor,1.14949,0.0,valor,0.0,0.0,valor,0.0,valor,333078.207,valor,0.0,valor,0.0,4958.157,valor,1.05673,44.82525244475028,1144.766,valor,4.79704,10.349495110499443,0.0,valor,0.0,0.0,4.591,volume,1.05673,0.0,volume,0,0.0,valor,0,4958.157,valor,1.05673,44.82525244475028,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,24999418,confectionary,demais,garoto,caixas-garoto,geral,filial 4,VAREJO 11,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab071,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,48582614,confectionary,demais,garoto,caixas-garoto,geral,filial 5,VAREJO 5,CONFECTIONARY,GAROTO,CAIXAS GAROTO,DEMAIS,63fd178706cad1a9771ab072,0,0,12028.75,valor,4.16245,12028.75,valor,4.16245,0.0,valor,0.0,0.0,valor,264855.259,valor,404032.353,valor,2201.852,valor,18.29118,2405.75,valor,4.16245,20.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,5.569,volume,4.16245,0.0,volume,0,0.0,valor,0,9623.0,valor,4.16245,80.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,38452533,confectionary,demais,garoto,candy-bars-garoto,geral,filial 1,VAREJO 1,CONFECTIONARY,GAROTO,CANDY BARS GAROTO,DEMAIS,63fd178706cad1a9771ab073,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,20811.885,valor,29047.798,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.37,volume,11.78637,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,28668019,confectionary,demais,garoto,candy-bars-garoto,geral,filial 2,VAREJO 3,CONFECTIONARY,GAROTO,CANDY BARS GAROTO,DEMAIS,63fd178706cad1a9771ab074,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,133743.745,valor,248358.672,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,3.16,volume,23.91244,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,39068531,confectionary,demais,garoto,candy-bars-garoto,geral,filial 3,VAREJO 2,CONFECTIONARY,GAROTO,CANDY BARS GAROTO,DEMAIS,63fd178706cad1a9771ab075,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,37337.849,valor,46457.76,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.591,volume,17.24898,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
